# well_id: JAF-MON-035-RAIN
# location: Near point pedro WSS
# recorded_at: 17-09-2026 12:41 (site local time)
date,time,value
18-05-2025,21:30,82.5
18-05-2025,22:30,13.5
18-05-2025,23:30,2.5
19-05-2025,00:30,2
19-05-2025,01:30,1
19-05-2025,03:30,0.5
09-06-2025,23:30,1.5
10-06-2025,00:30,8
10-06-2025,01:30,0.5
10-06-2025,02:30,1.5
22-06-2025,16:30,5
22-06-2025,17:30,1
04-02-2026,09:45,0.5
04-02-2026,09:45,0.5
04-02-2026,16:40,0.5
04-02-2026,16:42,0.5
04-02-2026,16:43,0.5
04-02-2026,16:46,0.5
04-02-2026,16:55,0.5
04-02-2026,21:23,0.5
04-02-2026,22:04,0.5
04-02-2026,22:07,0.5
04-02-2026,22:08,0.5
04-02-2026,22:23,0.5
05-02-2026,01:38,0.5
05-02-2026,01:39,0.5
05-02-2026,01:40,0.5
05-02-2026,01:40,0.5
05-02-2026,01:44,0.5
21-02-2026,00:00,11
21-02-2026,01:00,9.5
21-02-2026,02:00,0.5
21-02-2026,06:00,0.5
21-02-2026,07:00,6
21-02-2026,11:00,2
21-02-2026,12:00,2
19-03-2026,03:00,0.5
20-03-2026,04:00,1
20-03-2026,05:00,0.5
06-04-2026,05:00,22
28-04-2026,12:00,1
28-04-2026,14:00,1.5
04-05-2026,11:00,28.5
05-05-2026,02:00,0.5
06-05-2026,22:00,6.5
06-05-2026,23:00,1
07-05-2026,00:00,0.5
07-05-2026,01:00,1
08-05-2026,14:00,8.5
08-05-2026,15:00,0.5
09-05-2026,08:00,10.5
09-05-2026,10:00,11.5
09-05-2026,11:00,17
09-05-2026,12:00,4
09-05-2026,13:00,0.5
09-05-2026,14:00,0.5
09-05-2026,15:00,0.5
10-05-2026,09:00,4
10-05-2026,10:00,0.5
10-05-2026,11:00,0.5
10-05-2026,12:00,0.5
11-05-2026,03:00,0.5
12-05-2026,06:00,4
12-05-2026,08:00,7
12-05-2026,10:00,1
13-05-2026,09:00,1.5
13-05-2026,10:00,0.5
13-05-2026,11:00,0.5
13-05-2026,12:00,0.5
14-05-2026,04:00,4
14-05-2026,05:00,2
14-05-2026,09:00,0.5
14-05-2026,10:00,1.5
14-05-2026,11:00,0.5
14-05-2026,12:00,8.5
14-05-2026,13:00,8.5
14-05-2026,14:00,4
14-05-2026,15:00,1
14-05-2026,17:00,0.5
15-05-2026,07:00,30
15-05-2026,08:00,18
15-05-2026,09:00,5.5
15-05-2026,10:00,4.5
15-05-2026,11:00,4
15-05-2026,12:00,4
15-05-2026,13:00,2
16-05-2026,07:00,0.5
16-05-2026,11:00,0.5
06-08-2026,08:00,9.5
06-08-2026,09:00,2
